ID;Title;URL;Actual Price;Old Price;Base Price;Courier Price;Subscribe Price;Single Item Pack Discount Price;Whole Pack Discount Price;Whole Pack Without Discount Price;Brand
163788;Grain Free Сухой корм беззерновой для взрослых собак всех пород, с ягнёнком и картофелем, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-bezzernovoy-na-osnove-svezhego-myasa-dlya-vzroslyh-sobak-vsehporod-s-yagnenkom-i-kartofelem-3-kg.html;1719;0;0;0;0;0;0;0;Aвва
49399;X-Small Adult Сухой корм для миниатюрных собак от 10 месяцев до 8 лет, 500 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Caninmall_Adult_korm_suhoy_dlya_vzroslyh_sobak_vesom_do.html;495;0;0;0;0;0;0;0;Royal Canin
154317;Сухой корм на основе свежего мяса для взрослых собак мелких пород, с ягненком, 400 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/sukhoy-korm-na-osnove-svezhego-myasa-dlya-vzroslykh-sobak-melkikh-porod-s-yagnenkom-400g.html;409;0;0;0;0;0;0;0;Aвва
84191;Medium Adult Сухой корм для собак средних размеров в возрасте от 12 месяцев до 7 лет, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Medium_Adult_suhoy_korm_dlya_sobak_srednih_porod_ves_vzrosloy_osobi_ot_11_kg_do_25.html;2089;0;0;0;0;0;0;0;Royal Canin
145778;Adult Care digestive Сухой корм для собак всех пород с чувствительным пищеварением, с курицей, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-care-korm-dlya-sobak-vseh-porod-digestive-s-kuricey-pak-3kg.html;3175;0;0;0;0;0;0;0;Ownat
173458;Holistic Adult Medium & Maxi Сухой корм для собак средних и крупных пород, 4 вида мяса с пробиотиками, 1 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-srednih-i-krupnyh-porod-4-vida-myasa-s-probiotikami-1-kg.html;1735;0;0;0;0;0;0;0;Grandorf
148087;Premium Adult Сухой корм для собак всех пород, ягненок и рис, 2 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/avva-premium-suh-2kg-dlya-sobak-vseh-porod-yagnenok-i-ris.html;1269;0;0;0;0;0;0;0;Aвва
82143;All Breeds Hypoallergenic корм для взрослых собак, склонных к аллергическим реакциям и расстройствам пищеварения, с лососем и тунцом, 12 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-speciality-hypoallergenic-korm-dlya-sobak-gipoallergennyy-losos1.html;10707;0;0;0;0;0;0;0;Monge
173440;Holistic Adult Mini Сухой корм для собак мелких пород, с индейкой, 1 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-s-indeykoy-1-kg.html;1599;0;0;0;0;0;0;0;Grandorf
169242;Adult Monoprotein Сухой корм для собак средних и крупных пород, белая рыба, 2 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-srednih-i-krupnyh-porod-belaya-ryba.html;1849;0;0;0;0;0;0;0;AlphaPet
156030;Премиум Сухой корм для собак с чувствительным пищеварением, лосось и индейка, 1 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/premium-suhoy-korm-dlya-sobak-s-chuvstvitelnym-pishchevareniem-losos-i-indeyka-1kg.html;639;0;0;0;0;0;0;0;Brit
169458;Adult Сухой корм для собак всех пород, с ягненком и рисом, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-dlya-sobak-vseh-porod-yagnenok-i-ris-3kg.html;1599;0;0;0;0;0;0;0;Aвва
151183;Prime Mini Корм сухой беззерновой для собак мелких пород, с курицей и индейкой, 400 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/gf-prime-korm-suhoy-dlya-sobak-melkih-porod-s-kuricey-i-indeykoy.html;679;0;0;0;0;0;0;0;Ownat
86933;Maxi Adult 26 Сухой корм для собак крупных размеров в возрасте от 15 месяцев до 5 лет, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Maxi_Adult_26_suhoy_korm_dlya_sobak_krupnyh_porod.html;2335;0;0;0;0;0;0;0;Royal Canin
42403;Chihuahua Adult Сухой корм для собак породы чихуахуа старше 8 месяцев, 500 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_28_Adult_suhoy_korm_dlya_sobak_porody_CHihuahua.html;577;0;0;0;0;0;0;0;Royal Canin
46864;Healthy Start Сухой корм для щенков мелких и карликовых пород, с высоким содержанием курицы, 700 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Puppyall_suhoy_korm_dlya_shchenkov_melkih_porod_kuritsa_i_ris.html;679;0;0;0;0;0;0;0;PRO PLAN®
110711;Pomeranian Сухой корм для собак породы померанский шпиц, 500 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-pomeranskiy-shpic.html;577;0;0;0;0;0;0;0;Royal Canin
147007;Regional Farm Сухой корм для собак, с курицей, уткой и кроликом, 2 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/regional-farm-korm-suhoy-dlya-sobak.html;1899;0;0;0;0;0;0;0;Dog & Dog Wild
173437;Holistic Junior Medium & Maxi Сухой корм для юниоров всех пород, ягненок с индейкой, 1 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/suhoy-korm-grandorf-dlya-yuniorov-vseh-porod-yagnenok-s-risom-3kg.html;1599;0;0;0;0;0;0;0;Grandorf
42414;Mother and Babydog Mini Starter Сухой корм для беременных, кормящих собак мелких пород и для щенков до 2 месяцев, 1 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Mini_Starter_korm_suhoy_korm_dlya_shchenkov_melkih_porod_do_2h_mesyatsev.html;1085;0;0;0;0;0;0;0;Royal Canin
146260;Сухой корм для собак крупных пород с говядиной, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-krupnyh-porod-s-govyadinoy.html;2395;0;0;0;0;0;0;0;AlphaPet
42400;Yorkshire Terrier Adult Сухой корм для собак породы йоркширский терьер старше 10 месяцев, 500 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_28_Adult_suhoy_korm_dlya_sobak_porody_Yorkshirskiy_terer.html;577;0;0;0;0;0;0;0;Royal Canin
145775;Adult Care mobility Сухой корм для собак всех пород с питательными веществами для поддержки работы суставов, с курицей, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-care-korm-dlya-sobak-vseh-porod-mobility-s-kuricey-pak-3kg.html;3399;0;0;0;0;0;0;0;Ownat
98486;Mini Digestive Care Сухой корм для собак маленьких пород с чувствительным пищеварением, 1 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-mini-porod-daydzhestiv-kea.html;1235;0;0;0;0;0;0;0;Royal Canin
79664;Giant Puppy 34 Сухой корм для щенков гигантских пород в возрасте от 2 до 8 месяцев, 3,5 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/giant-puppy-korm-korm-suhoy-dlya-shchenkov-ochen-krupnyh-porod1.html;2469;0;0;0;0;0;0;0;Royal Canin
146253;Сухой корм для щенков мини пород с ягненком и индейкой, 500 г;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-shchenkov-mini-porod-s-yagnenkom-i-indeykoy.html;589;0;0;0;0;0;0;0;AlphaPet
146255;Сухой корм для собак мини пород с ягненком и рисом, 500 г;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-mini-porod-s-yagnenkom-i-risom1.html;553;0;0;0;0;0;0;0;AlphaPet
173451;Holistic Adult Medium & Maxi Сухой корм для собак средних и крупных пород, с белой рыбой, 10 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-srednih-i-krupnyh-porod-s-beloy-ryboy-10-kg.html;9825;0;0;0;0;0;0;0;Grandorf
163796;Fresh Meat Сухой корм для взрослых собак всех пород, с ягненком и рисом, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-na-osnove-svezhego-myasa-dlya-vzroslyh-sobak-vseh-porod-s-yagnenkom-i-risom-3-kg.html;1779;0;0;0;0;0;0;0;Aвва
154321;Senior Сухой корм на основе свежего мяса для собак мелких пород, с индейкой, 400 гр.;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/sukhoy-korm-na-osnove-svezhego-myasa-dlya-sobak-senor-melkikh-porod-s-indeykoy-400g.html;409;0;0;0;0;0;0;0;Aвва
98494;Mini Sterilised Сухой корм для стерилизованных собак маленьких пород, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-sterilayzd.html;3317;0;0;0;0;0;0;0;Royal Canin
44102;Grain Free Adult Сухой корм для собак всех пород старше 1 года, с ягненком и картофелем, 3 кг;https://old.4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Avva_Premium_Grain_Free_bezzernovoy_suhoy_korm_dlya_sobak_vseh_porod_yagnenokkartofel.html;1719;0;0;0;0;0;0;0;Aвва
